,ATLaS_ID,variable,VT_PBIF,VT_AIF,VT_Rebalanced,VT_PRED_SLOPE
885,1007,ctx-rh-inferiorparietal,3.24787971175023,3.64436295370839,0.0633869378477978,3.4802894543800287
907,1007,ctx-rh-inferiortemporal,3.1892595307089,3.56333434370132,-0.0114926998340482,3.4174745671310025
929,1007,ctx-rh-isthmuscingulate,3.38317874251765,3.78838804678826,0.0724224273227911,3.6252701284684608
951,1007,ctx-rh-lateraloccipital,3.18582119344217,3.57271052715001,0.0446346387755712,3.413790191479186
973,1007,ctx-rh-lateralorbitofrontal,4.08217740799447,4.53795999334953,0.203464064549462,4.374287302744825
995,1007,ctx-rh-lingual,3.34325016363863,3.63586610234511,0.0579074299134066,3.5824843653448166
1017,1007,ctx-rh-medialorbitofrontal,3.98667439001074,4.44342257056544,0.208781476433447,4.271950339603069
1039,1007,ctx-rh-middletemporal,3.28291791799101,3.67166657526167,0.0361952564682564,3.5178349026424787
1061,1007,ctx-rh-parahippocampal,3.07169052452109,3.43298310898143,-0.0401375415679658,3.291492631618718
1083,1007,ctx-rh-paracentral,3.46399440962972,3.87593024603771,0.0744959982620879,3.711868752481927
1105,1007,ctx-rh-parsopercularis,3.59024253195057,4.01554736327714,0.146748047962868,3.847150858884741
1127,1007,ctx-rh-parsorbitalis,3.55003301616646,3.89295175492626,0.0822043777860044,3.804064055748872
1149,1007,ctx-rh-parstriangularis,3.68807698093022,4.13328418986091,0.174236455182756,3.951986084101709
1171,1007,ctx-rh-pericalcarine,3.98758457707917,4.41995889970895,0.309812628654043,4.272925657267793
1193,1007,ctx-rh-postcentral,3.15939991548256,3.53504188642887,0.0153542930714039,3.3854782762560323
1215,1007,ctx-rh-posteriorcingulate,3.75280788810424,4.20158338384173,0.192066747567641,4.021348964997564
1237,1007,ctx-rh-precentral,3.20381203577175,3.58513071774261,0.0250204360894333,3.433068411238535
1259,1007,ctx-rh-precuneus,3.49840146807324,3.90871510075673,0.108902916267188,3.748737889668258
1281,1007,ctx-rh-rostralanteriorcingulate,4.27479212878199,4.75633241224332,0.271844975467911,4.580685027109412
1303,1007,ctx-rh-rostralmiddlefrontal,3.40217650142425,3.80009369518636,0.0669271647480256,3.6456273171107285
1325,1007,ctx-rh-superiorfrontal,3.30079403929451,3.69239737518857,0.042035892475804,3.5369901922404
1347,1007,ctx-rh-superiorparietal,2.94329062157218,3.30132225344342,-0.0327086331031432,3.1539047688170814
1369,1007,ctx-rh-superiortemporal,3.47936229221416,3.8810236404134,0.0642650592511056,3.7283363203851594
1391,1007,ctx-rh-supramarginal,3.42335623209319,3.83699198665534,0.107115219771362,3.6683226136843814
1413,1007,ctx-rh-frontalpole,2.54151864835223,2.86384033380045,-0.123318632032789,2.7233830483222863
1435,1007,ctx-rh-temporalpole,3.38208238962093,3.75162274958923,-0.0373878872611784,3.6240953234376807
1457,1007,ctx-rh-transversetemporal,3.90760940810512,4.38950784375122,0.298441142860667,4.187227675231797
1479,1007,ctx-rh-insula,3.81907317072534,4.26491374201335,0.174486574009535,4.0923560172179325
1501,1007,Left-Cerebellum-Cortex,3.2408824641474,3.62730100267315,0.0509412300812555,3.472791502114829
1523,1007,Left-Thalamus-Proper,4.3331034207108,4.81723873042313,0.271656106864595,4.643168921952227
1545,1007,Left-Caudate,2.92282460935154,3.21746547209022,-0.0666339032480202,3.13197426250953
1567,1007,Left-Putamen,4.20626333267076,4.65790769481098,0.230190132927653,4.507252490317971
1589,1007,Left-Pallidum,4.12108328092387,4.57164715931303,0.201809089115498,4.415977177766913
1611,1007,Left-Hippocampus,3.6163643595838,4.02578170006547,0.0652447427041707,3.875141895902572
1633,1007,Left-Amygdala,4.07845420560609,4.51556151506348,0.124045948504228,4.3702976777713625
1655,1007,Left-Accumbens-area,3.84365859833841,4.31396882917662,0.240724221341767,4.118700713465037
1677,1007,Left-VentralDC,3.94473202411687,4.35947779927763,0.0859021040683121,4.2270066881543755
1699,1007,Right-Cerebellum-Cortex,3.14451279146496,3.52685174219,0.0389514093833876,3.3695258687401206
1721,1007,Right-Thalamus-Proper,4.37201492705764,4.88303377749384,0.331552868609084,4.684864833504312
1743,1007,Right-Caudate,2.95938289584525,3.31163917056947,-0.0607162877708239,3.1711485639757933
1765,1007,Right-Putamen,4.04434976553405,4.51242280760312,0.248989908395976,4.333752813532442
1787,1007,Right-Pallidum,4.75048633058752,5.21313293179035,0.207649678151869,5.090418656733694
1809,1007,Right-Hippocampus,3.60381687488232,4.00091181396513,0.0520985785318449,3.861696546147909
1831,1007,Right-Amygdala,3.81591120806859,4.24337152526413,0.113125344226242,4.088967792817375
1853,1007,Right-Accumbens-area,4.36866812360396,4.85881842516737,0.271308723478901,4.681278541584822
1875,1007,Right-VentralDC,4.53282312641301,4.96991919907902,0.137330839336869,4.857180045292973
6,1009,ctx-lh-bankssts,3.132082749322087,3.701050350476476,0.1340735047809214,3.4244672190223424
28,1009,ctx-lh-caudalanteriorcingulate,2.82771688208105,3.24976104297846,0.0919055959627957,3.0916883564007107
50,1009,ctx-lh-caudalmiddlefrontal,2.94659839813289,3.73379288456671,0.0431237196942578,3.2216676344882127
72,1009,ctx-lh-cuneus,3.27236346862529,3.8972325535474,0.206870788571807,3.577843347037692
94,1009,ctx-lh-entorhinal,2.94886781898681,3.44480311604031,-0.0618645444179338,3.2241489090720648
116,1009,ctx-lh-fusiform,2.91214561115899,3.58796684752452,0.0455803486814248,3.1839986298549166
138,1009,ctx-lh-inferiorparietal,3.01836775600896,3.82889200386351,0.0537368107944103,3.300136766068494
160,1009,ctx-lh-inferiortemporal,2.84807673711289,3.51099575467784,-0.0156771361390966,3.113948833444516
182,1009,ctx-lh-isthmuscingulate,3.1038611997458,3.72366493368741,0.0456188052190289,3.3936111468400454
204,1009,ctx-lh-lateraloccipital,3.03501486151778,3.60519846049148,0.0232402280820923,3.3183379030336333
226,1009,ctx-lh-lateralorbitofrontal,3.66939122189754,4.4102522847108,0.087789586446021,4.01193421721575
248,1009,ctx-lh-lingual,3.13502290576052,3.71853941010529,0.155717238345515,3.4276818433308445
270,1009,ctx-lh-medialorbitofrontal,2.83603781752468,3.41132188806137,0.107211750041229,3.1007860632427406
292,1009,ctx-lh-middletemporal,3.526592267473,4.2875946798833,0.0116550364855477,3.855804773176207
314,1009,ctx-lh-parahippocampal,2.47435869896711,2.89971405278835,-0.0428375914139587,2.7053436741253494
336,1009,ctx-lh-paracentral,3.34218232287286,4.00671423707831,0.113159768197905,3.654179892645324
358,1009,ctx-lh-parsopercularis,3.28002637134276,3.95923069331806,0.0954839258988549,3.586221592843686
380,1009,ctx-lh-parsorbitalis,3.84384349521609,4.46934251657672,0.0876692857798709,4.202671863401058
402,1009,ctx-lh-parstriangularis,3.38767643025402,4.06985739209759,0.0985120861995228,3.70392094096826
424,1009,ctx-lh-pericalcarine,3.40193278509123,4.33619946696807,0.238360283590628,3.7195081472173106
446,1009,ctx-lh-postcentral,2.79212965036024,3.28773578970054,-0.017883080676221,3.0527790049571566
468,1009,ctx-lh-posteriorcingulate,3.27791335898315,3.86507445754389,0.108028209140872,3.5839113277140564
490,1009,ctx-lh-precentral,3.01688528447124,3.81659705696664,0.0268507035017747,3.2985159036614733
512,1009,ctx-lh-precuneus,3.57088868170327,4.40084480776247,0.142085482712953,3.9042363219546123
534,1009,ctx-lh-rostralanteriorcingulate,2.85306199101602,3.28434810259424,0.106038967569935,3.1193994680337416
556,1009,ctx-lh-rostralmiddlefrontal,3.06568357973671,3.67426353491655,0.0420659262143908,3.3518695906025173
578,1009,ctx-lh-superiorfrontal,2.92222191094242,3.71466805125194,0.026322935565585,3.1950155668451248
600,1009,ctx-lh-superiorparietal,3.00938342857682,3.59404213286757,-0.0121115972558092,3.2903137386331607
622,1009,ctx-lh-superiortemporal,2.92549497424511,3.45755903027821,0.0276278825976286,3.198594175356752
644,1009,ctx-lh-supramarginal,2.96079633024846,3.75063908666301,0.0497413531175341,3.237190964169779
666,1009,ctx-lh-frontalpole,2.50805718963394,2.6819839548622,-0.0547569187044848,2.7421879677967302
688,1009,ctx-lh-temporalpole,3.48709041642653,4.08037465749579,0.0021783800081121,3.8126153670123313
710,1009,ctx-lh-transversetemporal,3.25729596748383,3.83482179652784,0.231445340707704,3.5613692727998134
732,1009,ctx-lh-insula,2.85808918968954,3.38381861228456,0.136143559446365,3.1248959629985404
754,1009,ctx-rh-bankssts,2.74050829331448,3.27114502600859,0.115664765027897,2.99633871932201
776,1009,ctx-rh-caudalanteriorcingulate,3.11394110742505,3.6326932789411,0.153776604865275,3.404632028528383
798,1009,ctx-rh-caudalmiddlefrontal,2.9939102388898,3.76843155074062,0.040774726341527,3.273396104235288
820,1009,ctx-rh-cuneus,3.39471677571223,4.08206011645871,0.184352404366717,3.711618512891432
842,1009,ctx-rh-entorhinal,2.7624658903836,3.17523095433241,-0.027584837730117,3.020346089940803
864,1009,ctx-rh-fusiform,2.95754446592914,3.46240531021391,0.0538895942937963,3.2336355335973814
886,1009,ctx-rh-inferiorparietal,3.16944130043633,4.00571683569243,0.0671543512364239,3.4653132450951163
908,1009,ctx-rh-inferiortemporal,2.94618300087594,3.4508007541998,0.0295802682180246,3.2212134592945323
930,1009,ctx-rh-isthmuscingulate,2.94336374819996,3.41405772677973,0.0924058236912815,3.2181310252901545
952,1009,ctx-rh-lateraloccipital,3.24823551083505,4.16349569292055,0.050358027408334,3.551463009374993
974,1009,ctx-rh-lateralorbitofrontal,3.73651718361408,4.49208686008411,0.113483647545563,4.085326484866851
996,1009,ctx-rh-lingual,2.96143290208561,3.46980281676916,0.102190594035465,3.2378869609116743
1018,1009,ctx-rh-medialorbitofrontal,3.08507712644592,3.80328682989759,0.0921086244639715,3.373073553039539
1040,1009,ctx-rh-middletemporal,3.19964176858762,3.76008862004184,0.0767434700581968,3.4983329707730553
1062,1009,ctx-rh-parahippocampal,2.78893990931098,3.47244960375761,-0.0502531882573137,3.0492914969522276
1084,1009,ctx-rh-paracentral,3.07777212110048,3.62812111922474,0.110483436236666,3.3650866148446084
1106,1009,ctx-rh-parsopercularis,3.0462801190083,3.85497203104749,0.11310028342711,3.330654788658217
1128,1009,ctx-rh-parsorbitalis,3.52475797918658,4.36077816202297,0.129784241113307,3.8537992514164636
1150,1009,ctx-rh-parstriangularis,3.28359985013036,4.24477443076058,0.100929897706341,3.5901286610616814
1172,1009,ctx-rh-pericalcarine,3.30463338709716,3.21236099803058,0.259280719106875,3.6131257092266735
1194,1009,ctx-rh-postcentral,3.05359323640126,3.89048977821766,-0.0016380981858166,3.3386505961720747
1216,1009,ctx-rh-posteriorcingulate,3.11534022373794,3.65624634489662,0.149324540361119,3.4061617543793776
1238,1009,ctx-rh-precentral,3.06088916087877,3.63846950706883,0.0323784139401209,3.346627605786876
1260,1009,ctx-rh-precuneus,3.07961216676247,3.64680876224807,0.159131313549738,3.367098431439286
1282,1009,ctx-rh-rostralanteriorcingulate,3.09202344126057,3.58899085584968,0.149407969289396,3.380668316422124
1304,1009,ctx-rh-rostralmiddlefrontal,3.06919562896137,3.66102467794574,0.046208839379758,3.35570949471873
1326,1009,ctx-rh-superiorfrontal,2.94350602613973,3.69643106450643,0.0356180621888609,3.218286585082066
1348,1009,ctx-rh-superiorparietal,3.32198504136057,4.05889799559042,-0.0223537744600448,3.632097165595033
1370,1009,ctx-rh-superiortemporal,3.02745427423492,3.78326884766047,0.0697510007185449,3.3100715239565432
1392,1009,ctx-rh-supramarginal,2.8900200298204,3.65494712582077,0.037936254465333,3.1598075933913328
1414,1009,ctx-rh-frontalpole,2.78664206722477,3.18304867378994,-0.0105716503361282,3.046779147972808
1436,1009,ctx-rh-temporalpole,3.12324891712615,3.58828448128914,0.0404693741490152,3.414808735771899
1458,1009,ctx-rh-transversetemporal,3.20245454678333,3.72752753211089,0.310457269254596,3.5014083258950346
1480,1009,ctx-rh-insula,3.00839838173303,3.48226574919195,0.15698266227299,3.2892367362370747
1502,1009,Left-Cerebellum-Cortex,3.24355642873294,3.84371589633509,0.125837354936676,3.546347128168707
1524,1009,Left-Thalamus-Proper,3.31178455789539,3.80877679085481,0.245879210842847,3.620944452196178
1546,1009,Left-Caudate,2.60489022448593,2.90966519711742,-0.0738916385393845,2.848060506969222
1568,1009,Left-Putamen,3.29296898509869,3.88001279354742,0.178465349385841,3.600372418375113
1590,1009,Left-Pallidum,3.05249225005723,3.47793228871754,0.120451852811649,3.337446831155158
1612,1009,Left-Hippocampus,3.06683932511559,3.53802839458271,0.0758308471171267,3.3531332264896494
1634,1009,Left-Amygdala,3.07733254961559,3.55555577224767,0.0690764551196617,3.36460600872373
1656,1009,Left-Accumbens-area,2.87014881165392,3.24733104720292,0.101634599368927,3.1380813681733426
1678,1009,Left-VentralDC,3.21449211311695,3.74983612738361,0.0993643603405274,3.5145696165139397
1700,1009,Right-Cerebellum-Cortex,3.09108569054013,3.64871354970237,0.126532779774579,3.379643025311135
1722,1009,Right-Thalamus-Proper,3.23609383005132,3.81527248893798,0.28094804368393,3.5381878850709763
1744,1009,Right-Caudate,2.71593795498263,3.14434780296793,-0.0589903332323014,2.969474704252191
1766,1009,Right-Putamen,3.30070108360543,3.85554673286061,0.218566357696206,3.608826319497717
1788,1009,Right-Pallidum,3.29193441923219,3.98589763631215,0.139859753090858,3.599241274283689
1810,1009,Right-Hippocampus,3.08851022314768,3.55285176661585,0.0842374636335521,3.3768271343002687
1832,1009,Right-Amygdala,3.08837310527301,3.61346263129423,0.0913215333552642,3.3766772162730225
1854,1009,Right-Accumbens-area,3.05847135302045,3.50558185520178,0.0908548550274384,3.3439840920564348
1876,1009,Right-VentralDC,3.24986774841008,3.70882590783163,0.120871593850756,3.5532476186962367
7,1013,ctx-lh-bankssts,3.8481738798003744,3.7431604853119302,0.0930803964301172,3.8051915519764106
29,1013,ctx-lh-caudalanteriorcingulate,3.44793575444937,3.3505122438837,-0.0094458984927437,3.4094239019336525
51,1013,ctx-lh-caudalmiddlefrontal,3.61948896382314,3.52060548631649,0.0290913246472353,3.579060941062813
73,1013,ctx-lh-cuneus,3.63801641059823,3.54206626775318,0.0348736881038692,3.5973814448005292
95,1013,ctx-lh-entorhinal,3.40883718390587,3.30646822324153,-0.029205732208092,3.370762044394565
117,1013,ctx-lh-fusiform,3.57094830163579,3.47311497849699,0.0357593088395425,3.5310624556897388
139,1013,ctx-lh-inferiorparietal,3.42877694632361,3.33008952288778,-0.0550076264915203,3.3904790888604293
161,1013,ctx-lh-inferiortemporal,3.43840951894571,3.34515890607349,-0.0193129336694,3.4000040700879706
183,1013,ctx-lh-isthmuscingulate,3.47413164929108,3.3788513861572,0.0047417935004914,3.4353272007090467
205,1013,ctx-lh-lateraloccipital,3.11552255283897,3.03307066201681,-0.110697127323536,3.0807236025077485
227,1013,ctx-lh-lateralorbitofrontal,3.64550933990227,3.54257890502456,0.0544459682548626,3.604790681539273
249,1013,ctx-lh-lingual,3.40752225652447,3.31526906048453,-0.0086426411776302,3.369461804145695
271,1013,ctx-lh-medialorbitofrontal,3.60082076281472,3.5030320009448,0.0547650150581251,3.5606012552516506
293,1013,ctx-lh-middletemporal,3.47593488133464,3.38027384648368,-0.0171680188877931,3.4371102914821603
315,1013,ctx-lh-parahippocampal,3.22180297241852,3.13529864661435,-0.0670734496369635,3.185816918807061
337,1013,ctx-lh-paracentral,3.44197128011375,3.46502835265882,0.0422025921121549,3.4035260480261105
359,1013,ctx-lh-parsopercularis,3.77216143371496,3.6710008899312,0.112831108403782,3.730028129864028
381,1013,ctx-lh-parsorbitalis,3.56132299063716,3.51794438359111,0.0175138279418048,3.5215446549766813
403,1013,ctx-lh-parstriangularis,3.70033899009057,3.59929458292565,0.0877180457313709,3.659007909817212
425,1013,ctx-lh-pericalcarine,3.85158721807085,3.74972558822264,0.102475954511231,3.808566764832314
447,1013,ctx-lh-postcentral,3.3916469318528,3.29925138446717,-0.0455508820396526,3.353763799530411
469,1013,ctx-lh-posteriorcingulate,3.80816003415371,3.69921634966032,0.0648766264454335,3.765624642535023
491,1013,ctx-lh-precentral,3.52828200091224,3.43193955654486,-0.0046818197001183,3.488872717871613
513,1013,ctx-lh-precuneus,3.65857005474965,3.5628886832325,0.0482547475720398,3.6177055142241725
535,1013,ctx-lh-rostralanteriorcingulate,3.79731127376804,3.69510606693657,0.0907713776253929,3.7548970578004397
557,1013,ctx-lh-rostralmiddlefrontal,3.54284470977264,3.44395585585529,0.0255370116197426,3.503272767988985
579,1013,ctx-lh-superiorfrontal,3.44193833744374,3.34684907812768,0.000935848996788113,3.4034934733105344
601,1013,ctx-lh-superiorparietal,3.22527690293853,3.13742184568992,-0.08899695445202,3.1892520471250103
623,1013,ctx-lh-superiortemporal,3.28599071092509,3.24947349378921,-0.0503198202562238,3.2492877098718194
645,1013,ctx-lh-supramarginal,3.29164777635241,3.20199391361161,-0.0714506157334475,3.2548815884868194
667,1013,ctx-lh-frontalpole,2.7170692466316,2.6510865504398,-0.16570714747466,2.68672083600178
689,1013,ctx-lh-temporalpole,3.30238055204301,3.20168627952823,-0.0289056097233434,3.265494484021895
711,1013,ctx-lh-transversetemporal,3.80149839695744,3.69891718205809,0.102834196186482,3.7590374127545187
733,1013,ctx-lh-insula,3.91313176978529,3.80676432396513,0.10903659747106,3.8694238922826227
755,1013,ctx-rh-bankssts,3.75516360159571,3.65115341389991,0.0595696492214242,3.7132201556917597
777,1013,ctx-rh-caudalanteriorcingulate,3.77722356341518,3.67933099192941,0.094709978829485,3.7350337179096713
799,1013,ctx-rh-caudalmiddlefrontal,3.78227836926343,3.68006684178934,0.0733477496189221,3.7400320639073943
821,1013,ctx-rh-cuneus,3.64076201813777,3.54853012979126,0.0552914508462477,3.600096385169867
843,1013,ctx-rh-entorhinal,3.16512169804788,3.07941283229194,-0.127143809706955,3.1297687481351044
865,1013,ctx-rh-fusiform,3.4195445537735,3.32823455235272,0.001404547457778,3.381349817877999
887,1013,ctx-rh-inferiorparietal,3.39333135876294,3.30209339337395,-0.0431548676240463,3.355429412168663
909,1013,ctx-rh-inferiortemporal,3.2874631056103,3.19976288477966,-0.0594091966984596,3.2507436585873246
931,1013,ctx-rh-isthmuscingulate,3.40263954105668,3.31337451338466,0.0237881168620973,3.3646336263582346
953,1013,ctx-rh-lateraloccipital,3.23641040573076,3.14972718577388,-0.0878104721129783,3.200261193824768
975,1013,ctx-rh-lateralorbitofrontal,3.53957608974334,3.44197609587572,0.0348885681144591,3.5000406569382343
997,1013,ctx-rh-lingual,3.37161992402413,3.28240973598722,-0.0119635691543359,3.3339604841446278
1019,1013,ctx-rh-medialorbitofrontal,3.73280242659684,3.63478030270933,0.0852776335618772,3.6911087447067703
1041,1013,ctx-rh-middletemporal,3.48519154835992,3.38805851648382,-0.0186677984621841,3.446263565805066
1063,1013,ctx-rh-parahippocampal,3.12571732004911,3.04033444701704,-0.0885885960389372,3.0908044988690127
1085,1013,ctx-rh-paracentral,3.81758286525339,3.70763873989934,0.0751142990667395,3.774942224956237
1107,1013,ctx-rh-parsopercularis,3.61552163191446,3.51680871973958,0.0235757607571854,3.5751379224221953
1129,1013,ctx-rh-parsorbitalis,3.49223834313139,3.39017832188618,-0.0352798679924777,3.4532316511282533
1151,1013,ctx-rh-parstriangularis,3.74661373166204,3.63967554690494,0.0202924818700461,3.704765783862858
1173,1013,ctx-rh-pericalcarine,3.96888405355784,3.86608099235241,0.149370079974235,3.9245534487531075
1195,1013,ctx-rh-postcentral,3.12232401493688,3.09292007586573,-0.0998219299484936,3.087449095410215
1217,1013,ctx-rh-posteriorcingulate,3.73337771142568,3.63190040440075,0.0815860874826142,3.691677603869339
1239,1013,ctx-rh-precentral,3.39129731751952,3.3592643385431,-0.014581306107133,3.3534180902280246
1261,1013,ctx-rh-precuneus,3.81593886238072,3.71431987665958,0.0890486687597214,3.7733165848375965
1283,1013,ctx-rh-rostralanteriorcingulate,3.8526049713005,3.75092942944516,0.150784762885293,3.8095731502276795
1305,1013,ctx-rh-rostralmiddlefrontal,3.41573481329447,3.38219552514636,-0.0087354935896973,3.377582630443428
1327,1013,ctx-rh-superiorfrontal,3.55831082172601,3.46279494129481,0.0142388596193981,3.518566130603342
1349,1013,ctx-rh-superiorparietal,3.28659678565069,3.19481593377657,-0.0889672205418428,3.249887015022199
1371,1013,ctx-rh-superiortemporal,3.32298111262764,3.28617850619673,-0.03829447049561,3.2858649458438225
1393,1013,ctx-rh-supramarginal,3.22513841618296,3.14017508548228,-0.073779262514239,3.189115107202643
1415,1013,ctx-rh-frontalpole,2.69810915540309,2.62571300230965,-0.149446464416074,2.667972520249694
1437,1013,ctx-rh-temporalpole,3.33260727340815,3.23034887671585,-0.0129332860290729,3.2953835868470884
1459,1013,ctx-rh-transversetemporal,3.58658763585706,3.49104427532773,0.0701036788870759,3.546527105759137
1481,1013,ctx-rh-insula,3.68964472621122,3.58971224186282,0.0507017585772234,3.648433095934213
1503,1013,Left-Cerebellum-Cortex,3.52805249966045,3.43469283940342,0.0394243404651153,3.4886457800429813
1525,1013,Left-Thalamus-Proper,4.3826416256768,4.30750786835908,0.317051845780227,4.333689539577311
1547,1013,Left-Caudate,2.75935221232751,2.6750005982528,-0.207972768539222,2.7285315204677665
1569,1013,Left-Putamen,4.05839382538676,3.94640322030287,0.175318093595567,4.01306343770413
1591,1013,Left-Pallidum,4.2884541600605,4.1611506768007,0.262014332208931,4.240554104521605
1613,1013,Left-Hippocampus,3.92123078293071,3.79722629644478,0.110354901430836,3.8774324431857066
1635,1013,Left-Amygdala,4.26586598176822,4.14791639805377,0.260187266694372,4.218218225765321
1657,1013,Left-Accumbens-area,3.84164725142746,3.73791751382148,0.178315395688403,3.798737823032959
1679,1013,Left-VentralDC,4.31462487975275,4.18185017305607,0.225451695597578,4.2664325093423505
1701,1013,Right-Cerebellum-Cortex,3.58070494928303,3.48542079262901,0.0531595477384796,3.540710126081601
1723,1013,Right-Thalamus-Proper,4.48665522243663,4.36913803829481,0.340985739317597,4.436541352422556
1745,1013,Right-Caudate,3.41883514194978,3.30864890909146,-0.106264204110991,3.380648329857236
1767,1013,Right-Putamen,4.19102690363147,4.07562012672441,0.209163800736768,4.144215065622663
1789,1013,Right-Pallidum,4.65036962577736,4.50785511141439,0.313621576379542,4.598427141367551
1811,1013,Right-Hippocampus,3.76900944204072,3.76265422581519,0.0917558231942424,3.7269113444833892
1833,1013,Right-Amygdala,4.0153953552872,3.89765036925248,0.247753452712167,3.970545240688759
1855,1013,Right-Accumbens-area,4.06339807878663,3.95277064955083,0.195769125230282,4.01801179590101
1877,1013,Right-VentralDC,4.08422307249572,4.00135333950106,0.216190707000307,4.038604184032885
8,1015,ctx-lh-bankssts,4.537557914037488,4.229360342804105,0.1251131699491326,4.566615287307444
30,1015,ctx-lh-caudalanteriorcingulate,4.67170057550181,4.34258258941703,0.0067204049964331,4.701616964449238
52,1015,ctx-lh-caudalmiddlefrontal,4.55187398933558,4.24102347828193,0.142557868716627,4.5810230391310105
74,1015,ctx-lh-cuneus,4.62030957281689,4.30983063677569,0.518893289032813,4.649896866780623
96,1015,ctx-lh-entorhinal,4.15225427674051,3.94855313480609,-0.259581040222123,4.1788442629658675
118,1015,ctx-lh-fusiform,4.1906030538957,3.96529769134751,-0.0184253749185784,4.21743861599102
140,1015,ctx-lh-inferiorparietal,4.50080474101327,4.19291840101174,0.141174605198324,4.529626756258568
162,1015,ctx-lh-inferiortemporal,4.1381141586976,3.85339168983698,-0.0549047743269411,4.164613595183243
184,1015,ctx-lh-isthmuscingulate,4.58854941929321,4.27469205222145,0.230689015874843,4.617933329266363
206,1015,ctx-lh-lateraloccipital,4.42012505680619,4.11313073026216,0.0805739986225609,4.44843041975884
228,1015,ctx-lh-lateralorbitofrontal,4.86554739442887,4.52732430854397,0.0497470574281032,4.896705129378149
250,1015,ctx-lh-lingual,4.38456259877279,4.15501211599857,0.291766858632001,4.412640228738436
272,1015,ctx-lh-medialorbitofrontal,4.61030040562327,4.33674711266404,0.169000853918877,4.639823603411753
294,1015,ctx-lh-middletemporal,4.32714769557071,4.03370536264252,0.0834472679750165,4.354857655017278
316,1015,ctx-lh-parahippocampal,4.09847979210591,3.81168532085413,-0.129229453784695,4.124725420131983
338,1015,ctx-lh-paracentral,4.46140709154739,4.26857931350998,0.148444954120896,4.489976814209722
360,1015,ctx-lh-parsopercularis,4.95315296202567,4.6931159985907,0.186840334036909,4.984871700873171
382,1015,ctx-lh-parsorbitalis,4.31665919483554,4.02152227061371,0.0816918811293479,4.344301988576087
404,1015,ctx-lh-parstriangularis,4.88708915142144,4.54350654656011,0.0859728084022047,4.918384834334289
426,1015,ctx-lh-pericalcarine,4.95596236074134,4.62240408046568,0.663579429728166,4.987699090267681
448,1015,ctx-lh-postcentral,4.36086926566584,4.06380425566707,0.133092517591099,4.388795169518642
470,1015,ctx-lh-posteriorcingulate,4.62154725571502,4.30580222076491,0.199773594110937,4.651142475487006
492,1015,ctx-lh-precentral,4.66912232925899,4.35252149631573,0.148842885595742,4.699022207769553
514,1015,ctx-lh-precuneus,4.61326212499849,4.30365338965002,0.374008281085406,4.642804288888793
536,1015,ctx-lh-rostralanteriorcingulate,4.78740735191823,4.45784535626437,0.0929592872924632,4.818064697797975
558,1015,ctx-lh-rostralmiddlefrontal,4.96931993267233,4.62841913364096,0.146430147784278,5.001142200711001
580,1015,ctx-lh-superiorfrontal,4.24265062964744,3.95031187903449,0.0124325384640047,4.269819491254319
602,1015,ctx-lh-superiorparietal,4.36204300745722,4.06358451990269,0.107757847782473,4.389976427655598
624,1015,ctx-lh-superiortemporal,4.3980161880496,4.09653539712543,0.0648076937349438,4.4261799713983745
646,1015,ctx-lh-supramarginal,4.2058484997519,3.92094761461746,0.102421720280314,4.232781689826698
668,1015,ctx-lh-frontalpole,4.07002226056658,3.79817349691141,0.140542101315432,4.096085653757981
690,1015,ctx-lh-temporalpole,4.16187736371439,3.857170174749,-0.298005241392006,4.188528973754916
712,1015,ctx-lh-transversetemporal,5.00575912767208,4.66832779207954,0.45805052679751,5.03781474309955
734,1015,ctx-lh-insula,4.92501144314647,4.58395869223767,0.0199063306443512,4.956549970824451
756,1015,ctx-rh-bankssts,4.69631727024673,4.58723765997577,0.11391542326997,4.7263912982814
778,1015,ctx-rh-caudalanteriorcingulate,4.9413181014162,4.59421161674618,0.0272278443120866,4.972961052809559
800,1015,ctx-rh-caudalmiddlefrontal,4.42053049395503,4.12253751742856,0.151194506324227,4.448838453224641
822,1015,ctx-rh-cuneus,4.48848684388842,4.18369158965137,0.476286333333903,4.517229978435898
844,1015,ctx-rh-entorhinal,4.1726338881278,3.90065140819958,-0.23412304315365,4.1993543802301945
866,1015,ctx-rh-fusiform,4.30387787869329,4.00764285737398,0.0203949942615143,4.331438824117835
888,1015,ctx-rh-inferiorparietal,4.43569768306403,4.13164738330167,0.0565757616440419,4.4641027691767015
910,1015,ctx-rh-inferiortemporal,4.06758365398661,3.78897906517327,-0.0784843707882652,4.09363143095823
932,1015,ctx-rh-isthmuscingulate,4.93581230026634,4.5989051985661,0.297858011760778,4.96741999390163
954,1015,ctx-rh-lateraloccipital,4.32245092157731,4.02080969450104,0.0827639205780659,4.350130804071103
976,1015,ctx-rh-lateralorbitofrontal,4.76164056977813,4.4322152980456,0.0427015297506617,4.792132911701827
998,1015,ctx-rh-lingual,4.45502970105604,4.15522094797472,0.320104338710635,4.483558584522596
1020,1015,ctx-rh-medialorbitofrontal,4.68728594384252,4.41096866294566,0.0857359666367021,4.717302137547045
1042,1015,ctx-rh-middletemporal,4.21068480078973,3.92295596980816,-0.0037865486177049,4.237648961313207
1064,1015,ctx-rh-parahippocampal,4.23301950408195,3.93779324595299,-0.0611233802072264,4.260126690396553
