,tts,1001,1002,1003,1004,1005,1007,1009,1013,1015,1020,1022,1023,PP,MM,FR,KT,JD,PP-r,MM-r,FR-r,KT-r,JD-r
38,570,0.7937830204126781,0.12366245715731683,0.9559241617136969,0.6627494019751259,1.257867448772667,0.867075099323567,0.506376384069501,0.20275413255309527,0.012808373028152076,0.3406805046630863,0.7981257117082885,0.5006611556665632,0.21401863087502004,0.6493565312863554,1.11050274878614,1.224599258703896,0.29436164777657936,0.35470301365593526,0.7888766351012979,0.4951618206596571,0.4415073439922903,0.48392922640857927
39,585,0.7746687824833032,0.08873966850094606,0.9373758488948738,0.5280210122133617,1.2945557820220914,0.8102603806997482,0.49612201846060344,0.17162699874173182,0.009264724957340764,0.36713749782581484,0.8360065439821884,0.5018644696577734,0.2089229362229026,0.622333681605963,1.1558303607759237,1.1027857953756648,0.2837211697820057,0.3471802653381584,0.7425797106821559,0.47071644374628274,0.3661517233195948,0.3331441758828295
40,600,0.7640595106743184,0.06004835123907304,0.9260376386163807,0.48627246107758104,1.3142919345040207,0.7639548732647654,0.4905207071691837,0.1494809341488219,0.02446240668722144,0.33538974852578063,0.8594904627013689,0.5084718374854211,0.20111148269277646,0.593569887998918,1.1839306901158757,1.0017615247516476,0.268235875519486,0.33815929186027294,0.6835189693094463,0.4604895016784334,0.3074720391946517,0.16979902231925648
41,615,0.7605865344608089,0.044852250792190684,0.9223754704178349,0.43834217164643974,1.3159804028940414,0.7288377153520456,0.4619288854510084,0.13789236037308772,0.03152425372822876,0.31592578105033464,0.8663886604775373,0.5218630394281436,0.18222577645816873,0.5646759312357106,1.1932474543048972,0.9228699099550681,0.24921378336333389,0.3201767628665624,0.6238288234695966,0.4653998345071293,0.26654594317016667,0.19600416954318822
42,630,0.7602876609466165,0.026774317179929508,0.9201180311367296,0.3936622796089271,1.3143661140202685,0.6957680446662922,0.43579808553480825,0.12515044702752753,0.03962524892949171,0.2987097667993246,0.8742594143167297,0.532043904552876,0.1679631991108903,0.534077295831862,1.20124501024641,0.8480286092834959,0.22792729366729825,0.3065530928834468,0.5694481903776025,0.47308031470564726,0.22886878433665636,0.21976225865046084
43,645,0.7662557530618863,0.017549308949063036,0.9245791254818645,0.3435655094935206,1.296955406733936,0.672491090292481,0.42143785396542643,0.12215970712169621,0.04018689117639829,0.29224525708494165,0.8979986943609717,0.5484379871036311,0.17575116496387277,0.5033387643953007,1.1927748605017259,0.7925591399367029,0.23907696027933012,0.31273872512998446,0.57090305437307,0.4940098481718316,0.2067306334185588,0.23181656488687397
44,660,0.7707988262635084,0.008671508954341878,0.9307040893809713,0.29564150314554904,1.2756326583504505,0.6516393381173287,0.4099926469229329,0.11944695630799362,0.04063228460730439,0.288443396998153,0.9168897325282348,0.5289256846800834,0.18113866040305782,0.47523480240364036,1.1819278140091463,0.7418871758401755,0.24754449934495337,0.3169818381428202,0.5694124226141133,0.5182205583913655,0.18844077494159794,0.24097238626506456
45,675,0.774432755303974,0.012412639660431157,0.9385003320433531,0.24958261452796915,1.2503804485550871,0.6332235875635726,0.4014754450083555,0.10052694008934937,0.054469199033229554,0.2873160433148363,0.9309109396027475,0.5122216250405311,0.18411499613631932,0.44930185261106903,1.1685512841462717,0.6960340802795439,0.25331796735314027,0.3192737818859306,0.5649631788113609,0.5457270564407417,0.17401634534780275,0.24721681583512956
46,690,0.7766298053164098,0.03131932304191265,0.9475351109210108,0.20579278692045566,1.2222162288831635,0.6166130871541169,0.39512810276598165,0.08403301502275795,0.06640129839794984,0.2881706887518787,0.9413232561060481,0.4975986726738624,0.18530449134828553,0.45141104671517107,1.153749064597248,0.6537521084174323,0.25709493744339307,0.3201197706777843,0.5583213934388147,0.5756759672550169,0.16245647298082933,0.25130369738241365
47,705,0.7777554152898802,0.048079970572100006,0.9577905490682037,0.19977513432296945,1.191182031083061,0.6017817800337184,0.3909193005919529,0.06993016307697175,0.07645607666980947,0.29097872527158675,0.9481787725140789,0.4850267890221902,0.1847329371709816,0.45203893595080835,1.1374692487732654,0.6149897149023138,0.2589042269280464,0.3195406753317567,0.5495187134892672,0.6080320372179155,0.15371981102055177,0.2532641728052796
48,720,0.7773804021498285,0.06331322064502887,0.9689147666737379,0.19239772594842908,1.1581051846045938,0.5882167776230172,0.3882325609038175,0.05752910889128948,0.08517470975939467,0.29517704824475555,0.9525028086496734,0.473914711896144,0.18290799183637008,0.4516125365136099,1.1726602268766753,0.5787323098358179,0.2593130596813369,0.31794730527672543,0.539178060686039,0.6421013538447085,0.1469925117621571,0.2537112218305504
49,735,0.7564443821522477,0.07560536952472985,0.9817118745210589,0.1824020211249926,1.1210950878534263,0.5770901256724308,0.38847664958138006,0.048404974802005896,0.09132051010578301,0.3020524564309244,0.951952318109508,0.46561358531476404,0.17866956191015992,0.4491560370137546,1.2031375579828092,0.5472984197491675,0.2570252237030517,0.3144008845977515,0.525875943089468,0.6299724208521051,0.14413436850637762,0.2512440718287916
50,750,0.7355083621546661,0.08789751840443083,0.9945089823683801,0.17240631630155656,1.0840849911022579,0.5659634737218449,0.3887207382589426,0.03928084071272364,0.09746631045217047,0.3089278646170932,0.9514018275693417,0.45731245873338455,0.17443113198394933,0.44669953751389935,1.2336148890889431,0.515864529662518,0.2547373877247674,0.3108544639187776,0.5125738254928973,0.6178434878595027,0.14127622525059902,0.24877692182703148
51,765,0.7145723421570849,0.1001896672841327,1.0073060902157012,0.16241061147812097,1.0470748943510912,0.5548368217712576,0.3889648269365056,0.03015670662343828,0.10361211079855881,0.31580327280326204,0.9508513370291771,0.4490113321520042,0.17019270205774006,0.44424303801404363,1.2640922201950788,0.4844306395758675,0.2524495517464822,0.30730804323980365,0.4992717078963258,0.6057145548668985,0.13841808199481953,0.2463097718252727
52,780,0.6936363221595032,0.11248181616383413,1.020103198063022,0.15241490665468582,1.0100647975999237,0.5437101698206712,0.3892089156140677,0.021032572534154248,0.10975791114494671,0.32267868098943087,0.9503008464890108,0.44071020557062335,0.1659542721315299,0.44178653851418836,1.2945695513012137,0.4529967494892171,0.25016171576819834,0.3037616225608297,0.48596959029975517,0.5935856218742956,0.13555993873904004,0.24384262182351346
53,795,0.6727003021619202,0.124773965043536,1.032900305910343,0.14241920183125067,0.9730547008487562,0.5325835178700844,0.38945300429162977,0.011908438444869773,0.11590371149133549,0.32955408917559925,0.9497503559488472,0.4324090789892434,0.1617158422053202,0.43933003901433354,1.3250468824073485,0.42156285940256666,0.24787387978991493,0.30021520188185624,0.472667472703185,0.5814566888816919,0.13270179548325967,0.24137547182175512
54,810,0.651764282164339,0.13706611392323786,1.0456974137576638,0.13242349700781553,0.9360446040975896,0.5214568659194971,0.3896970929691914,0.0027843043555852987,0.12204951183772383,0.33642949736176764,0.9491998654086826,0.42410795240786303,0.1574774122791105,0.4368735395144787,1.3555242135134842,0.39012896931591534,0.24558604381163063,0.2966687812028823,0.45936535510661436,0.5693277558890877,0.12984365222748018,0.23890832181999677
55,825,0.6308282621667587,0.1493582628029375,1.0584945216049855,0.1224277921843786,0.8990345073464212,0.5103302139689112,0.38994118164675573,0.006339829733696956,0.12819531218411084,0.3433049055479378,0.9486493748685145,0.415806825826484,0.1532389823528999,0.4344170400146221,1.3860015446196163,0.3586950792292676,0.243298207833345,0.2931223605239075,0.4460632375100424,0.5571988228964861,0.12698550897170247,0.23644117181823576
56,840,0.6098922421691779,0.16165041168263805,1.071291629452307,0.11243208736094257,0.8620244105952528,0.4992035620183253,0.39018527032431827,0.015463963822980098,0.1343411125304983,0.3501803137341075,0.9480988843283482,0.40750569924510494,0.1490005524266893,0.43196054051476596,1.4164788757257494,0.3272611891426189,0.24101037185505936,0.2895759398449327,0.43276111991347,0.5450698899038837,0.12412736571592387,0.23397402181647609
57,855,0.5889562221715972,0.17394256056233903,1.0840887372996284,0.10243638253750698,0.8250143138440844,0.4880769100677389,0.39042935900188125,0.024588097912263684,0.1404869128768862,0.3570557219202768,0.9475483937881819,0.399204572663725,0.14476212250047915,0.429504041014912,1.4469562068318842,0.2958272990559685,0.23872253587677505,0.28602951916595876,0.41945900231689937,0.5329409569112808,0.12126922246014527,0.2315068718147164
58,870,0.5680202021740142,0.18623470944204135,1.096885845146949,0.09244067771407183,0.7880042170929178,0.4769502581171521,0.39067344767944334,0.03371223200154816,0.14663271322327454,0.3639311301064452,0.9469979032480174,0.3909034460823446,0.14052369257426944,0.4270475415150563,1.47743353793802,0.26439340896931807,0.2364346998984912,0.2824830984869853,0.4061568847203292,0.5208120239186771,0.11841107920436578,0.22903972181295806
59,885,0.5470841821764338,0.19852685832174233,1.1096829529942702,0.08244497289063624,0.7509941203417503,0.4658236061665648,0.3909175363570063,0.042836366090831746,0.15277851356966288,0.37080653829261356,0.9464474127078519,0.3826023195009651,0.1362852626480593,0.42459104201520104,1.507910869044153,0.23295951888266764,0.23414686392020645,0.2789366778080109,0.39285476712375766,0.5086830909260738,0.11555293594858629,0.22657257181119927
60,900,0.5261481621788517,0.2108190072014442,1.1224800608415912,0.0724492680672002,0.7139840235905837,0.4546969542159789,0.3911616250345684,0.051960500180116664,0.15892431391605077,0.37768194647878284,0.9458969221676865,0.37430119291958475,0.13204683272184958,0.42213454251534577,1.5383882001502887,0.2015256287960172,0.2318590279419217,0.275390257129037,0.37955264952718704,0.49655415793347046,0.1126947926928068,0.2241054218094396
61,915,0.5052121421812705,0.22311115608114518,1.1352771686889123,0.06245356324376461,0.6769739268394144,0.44357030226539207,0.3914057137121314,0.06108463426939981,0.16507011426243867,0.38455735466495256,0.9453464316275211,0.3660000663382048,0.12780840279563943,0.41967804301549005,1.5688655312564226,0.17009173870936767,0.2295711919636374,0.2718438364500635,0.3662505319306155,0.4844252249408676,0.1098366494370282,0.2216382718076808
62,930,0.48427612218368843,0.23540330496084705,1.148074276536233,0.05245785842032946,0.6399638300882486,0.43244365031480525,0.39164980238969305,0.07020876835868428,0.171215914608827,0.3914327628511205,0.9447959410873565,0.357698939756824,0.12356997286942972,0.41722154351563523,1.5993428623625583,0.13865784862271635,0.22728335598535399,0.26829741577108934,0.3529484143340458,0.4722962919482634,0.10697850618124738,0.21917112180592202
63,945,0.46334010218610855,0.2476954538405467,1.160871384383555,0.04246215359689298,0.6029537333370798,0.4213169983642193,0.3918938910672569,0.07933290244796742,0.17736171495521447,0.3983081710372902,0.9442454505471893,0.34939781317544494,0.11933154294321913,0.41476504401577863,1.6298201934686904,0.10722395853606859,0.22499552000706835,0.2647509950921152,0.3396462967374734,0.4601673589556614,0.10412036292546967,0.21670397180416145
