,ID,Regions,VT_PBIF,VT_AIF,VT_PRED_SLOPE
1241,KT,ctx-rh-cuneus,1.7108226420357,1.483300992571472,1.5289423253582568
1242,KT,ctx-rh-entorhinal,1.8171960362445534,1.400697678737375,1.6240069923212863
1243,KT,ctx-rh-fusiform,1.6692588620343134,1.4189651650140793,1.4917972579008938
1244,KT,ctx-rh-inferiorparietal,1.7097884186538783,1.4522374625656218,1.5280180519335953
1245,KT,ctx-rh-inferiortemporal,1.6287013607675018,1.3339534021918038,1.4555514900615036
1246,KT,ctx-rh-isthmuscingulate,1.71313155119886,1.4667273974430082,1.53100577066125
1247,KT,ctx-rh-lateraloccipital,1.7130712766199399,1.4359661403396191,1.5309519039701098
1248,KT,ctx-rh-lateralorbitofrontal,1.889395569955436,1.5559491329211201,1.6885308770591851
1249,KT,ctx-rh-lingual,1.7128764690706682,1.462245528775744,1.5307778067258584
1250,KT,ctx-rh-medialorbitofrontal,1.800032557604276,1.4470189936428481,1.6086681908004712
1251,KT,ctx-rh-middletemporal,1.687814998596155,1.3811293055274727,1.5083806616316098
1252,KT,ctx-rh-parahippocampal,1.597746742948002,1.350415919939346,1.4278877076292067
1253,KT,ctx-rh-paracentral,1.816923462141033,1.511821831062619,1.6237633960106994
1254,KT,ctx-rh-parsopercularis,1.724224335210283,1.4842834872755102,1.5409192628984938
1255,KT,ctx-rh-parsorbitalis,1.76905075453879,1.465213024743123,1.5809801132295718
1256,KT,ctx-rh-parstriangularis,1.739927888227707,1.4358112631116382,1.5549533458460267
1257,KT,ctx-rh-pericalcarine,1.907388078924422,1.6549942383303318,1.7046105733562469
1258,KT,ctx-rh-postcentral,1.6885618138697458,1.425966009878304,1.5090480817679597
1259,KT,ctx-rh-posteriorcingulate,1.785252176373614,1.5528633928566866,1.5954591357568697
1260,KT,ctx-rh-precentral,1.7387782824128708,1.4797477931478997,1.553925956481055
1261,KT,ctx-rh-precuneus,1.734842421480154,1.480484657784377,1.550408523277345
1262,KT,ctx-rh-rostralanteriorcingulate,2.01852814557048,1.581582478864363,1.8039351601153402
1263,KT,ctx-rh-rostralmiddlefrontal,1.623514595356136,1.3693014592430877,1.4509161380534743
1264,KT,ctx-rh-superiorfrontal,1.607361311769709,1.358512376516585,1.4364801361196822
1265,KT,ctx-rh-superiorparietal,1.6918355730210781,1.3757557263625728,1.5119738022994251
1266,KT,ctx-rh-superiortemporal,1.6590844728950258,1.40261271344296,1.4827045244944599
1267,KT,ctx-rh-supramarginal,1.714452202144579,1.4546403059951851,1.5321860210731402
1268,KT,ctx-rh-frontalpole,1.297671168654651,1.0949798282958059,1.1597136520196971
